146261	25118	DENMARK HS	WAVELAND DR & COLD STREAM DR	7:03:00 AM	WAVELAND DR & COLD STREAM DR
149144	25118	DENMARK HS	RAVINE FOREST DR & OAK VALLEY CT	7:13:00 AM	RAVINE FOREST DR & OAK VALLEY CT, 30040
149145	25118	DENMARK HS	RIDGE FOREST WK & GREEN OAK RDG	7:14:00 AM	RIDGE FOREST WALK & GREEN OAK RDG, 30040
149146	25118	DENMARK HS	RIDGE FOREST WK & OAK VALLEY DR	7:15:00 AM	RIDGE FOREST WALK & OAK VALLEY DR, 30040
149147	25118	DENMARK HS	COLLINGHAM TRCE & LENBROOK CT	7:16:00 AM	COLLINGHAM TRCE & LENBROOK CT, 30040
149194	25118	DENMARK HS	6010 TURFWAY DR	7:09:00 AM	6010 TURFWAY DR, 30040
149403	25118	DENMARK HS	WAVELAND DR & WAFARE CV	7:05:00 AM	WAVELAND DR & WAFARE CV, 30040
149404	25118	DENMARK HS	6395 WAVELAND DR	7:04:00 AM	6395 WAVELAND DR, 30040
150179	25118	DENMARK HS	7130 MAJORS RD	7:24:00 AM	7130 MAJORS RD, 30040
150921	25118	DENMARK HS	FOWLER RD & MARSH VIEW DR	7:35:00 AM	FOWLER RD & MARSH VIEW DR, 30004
151057	25118	DENMARK HS	BROOKVIEW DR & CANDLER WALK	7:27:00 AM	BROOKVIEW DR & CANDLER WALK
151237	25118	DENMARK HS	ASHFORD MANOR DR & KENT PL	7:22:00 AM	ASHFORD MANOR WAY & KENT PL
151286	25118	DENMARK HS	7130 ASHFORD MANOR WAY	7:21:00 AM	7130 ASHFORD MANOR WAY
151355	25118	DENMARK HS	COLLINGHAM TRCE & RAVINE FOREST DR	7:17:00 AM	COLLINGHAM TRCE & RAVINE FOREST DR, 30040
151356	25118	DENMARK HS	BROOKVIEW DR & COPELY WLK	7:28:00 AM	Brookview Dr & Copely Walk, 30040
151357	25118	DENMARK HS	CROFTSHIRE PL & ATWOOD DR	7:29:00 AM	Croftshire Pl & Atwood Dr, 30040
173214	25118	DENMARK HS	BENNETT PKWY & PINNACLE VW RD	7:01:00 AM	
173630	25118	DENMARK HS	GLOVER DR & JENNINGS CT	6:54:00 AM	GLOVER DR & JENNINGS CT, 30040
174634	25118	DENMARK HS	BETHELVIEW DR & WESLEY DR	6:52:00 AM	BETHELVIEW DR & WESLEY DR, 30040
176692	25118	DENMARK HS	7030 MAJORS RD	7:23:00 AM	7030 MAJORS RD, 30040
133117	25119	DENMARK HS	2235 ROSE WALK DR	7:22:00 AM	2235 ROSE WALK DR
139389	25119	DENMARK HS	SPRINGMONTE PL & SPRINGMONTE LN	7:07:00 AM	SPRINGMONTE PL & SPRINGMONTE LN, 30041
147322	25119	DENMARK HS	SPRINGMONTE PL & GREEN COVE CT	7:06:00 AM	SPRINGMONTE PL & GREEN COVE CT, 30041
